"id","place_name","state","city","city_tag","phone","category","description","image_url","reviews_count","rating","lat","lng"
136,Taman Nasional Gunung Rinjani,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 818-0579-1762,Hiking Area,"Taman Nasional Gunung Rinjani (disingkat TNGR) adalah salah satu taman nasional di Indonesia. Letaknya di Gunung Rinjani, Pulau Lombok, Nusa Tenggara Barat. Taman Nasional Gunung RInjani ditetapkan sebagai taman nasional pada tahun 1990. Ekosistem yang ada termasuk jenis hutan hujan tropika, hutan hujan pegunungan dan sub alpin. Taman Nasional Gunung Rinjani mempunyai keanekaragaman hayati yang tinggi. Kawasannya dijadika sebagai tempat penelitian dan sumber pengumpulan plasma nutfah. Taman Nasional Gunung Rinjani juga menjadi tempat wisata alam dan pendidikan.",https://storage.googleapis.com/travelease-bucket/lombok/taman_nasional_gunung_rinjani.jpg,1304,4.7,-8.3596891,"116.5243623"
137,Karang Bayan,West Nusa Tenggara,West Lombok Regency,lombok,-,Wisata Sejarah & Budaya," Desa Karang Bayan adalah salah satu destinasi wisata sejarah yang berusia ratusan tahun yang kental dengan nilai sejarah dan budaya masa lampau dan merupakan salah satu dari 60 Desa Wisata yang berada di Kecamatan Lingsar, Kabupaten Lombok Barat. Desa Karang Bayan dahulunya merupakan kawasan hutan belantara, hingga datang utusan dari Kedatuan Bayan (kepemimpinan, red.) untuk membangunnya menjadi kawasan pemukiman.",https://storage.googleapis.com/travelease-bucket/lombok/karang_bayan.jpg,0,0.0,-8.5281634,"116.1861605"
138,Areguling Beach Lombok,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,+62 819-3868-3927,Pantai,"Are Guling adalah destinasi wisata di tepi karang di sebelah barat Kuta, Lombok. Yang membuat Are Guling istimewa adalah tempat ini tidak terlalu ramai. Di dekatnya terdapat beberapa bungalow untuk menginap serta pilihan tempat makan (seperti kafe lokal), masing-masing dengan pemandangan air.",https://storage.googleapis.com/travelease-bucket/lombok/areguling_beach_lombok.jpg,185,4.0,-8.9039798,"116.2442773"
139,Bukit Telaga,West Nusa Tenggara,East Lombok Regency,lombok,-,Hiking area,"Mendaki Bukit Telaga hanya butuh waktu 45-60 menit dari Dusun Telaga sampai ke puncaknya, sehingga sangat cocok dijadikan tujuan bersantai bersama keluarga Untuk yang berkemah atau bermalam di Bukit Telaga pada pagi harinya akan menyaksikan pemandangan yang indah dari sinar lembut sang surya ketika Sunrise dan sore hari bisa menyaksikan sunset di sisi Gunung Rinjani.",https://storage.googleapis.com/travelease-bucket/lombok/bukit_telaga.jpg,2,5.0,-8.3803125,"116.5274375"
140,Malimbu Hill,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Wisata Alam,Bukit Malimbu merupakan titik pandang di pesisir pantai Lombok yang dikenal sebagai salah satu lokasi terbaik untuk menikmati matahari terbenam di Senggigi. Bukit utamanya berupa hamparan rumput yang dihiasi dengan pohon-pohon palem dan menghadap ke laut menuju Kepulauan Gili.,https://storage.googleapis.com/travelease-bucket/lombok/malimbu_hill.jpg,1122,4.6,-8.4431424,"116.033795"
141,senggigi waterfall,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Wisata Alam,Air terjun ini merupakan pendakian panjang di hulu sepanjang aliran air ke arah timur laut dan jauh ke dalam Cagar Hutan Nasional (Hutan). Alirannya bervariasi dan reaktif terhadap hujan baru-baru ini. Jalur pendakiannya primitif.,https://storage.googleapis.com/travelease-bucket/lombok/senggigi_waterfall.jpg,15,3.4,-8.4797182,"116.0649502"
142,Pusuk Forest Viewpoint,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Cagar Alam,"Lokasi puncak pusuk pass berada di pinggir jalan raya berbukit-bukit, dengan pemandangan jurang dan bukit di kejauhan, hijau dan indah. Terdapat banyak monyet-monyet liar tapi jinak yang segera mendatangi pengunjung.",https://storage.googleapis.com/travelease-bucket/lombok/pusuk_forest_viewpoint.jpg,150,4.5,-8.4644728,"116.0840597"
143,Turtle Conservation Community Nipah Beach,Nusa Tenggara Bar.,Kota Mataram,lombok,-,Konservasi Alam,Komunitas Konservasi Penyu di Pantai Nipah adalah organisasi masyarakat yang didedikasikan untuk pelestarian penyu dan kelestarian lingkungan.,https://storage.googleapis.com/travelease-bucket/lombok/turtle_conservation_community_nipah_beach.jpg,79,4.7,-8.4342851,"116.0450534"
144,Taman Wisata Alam Gunung Tunak,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,+62 819-0717-5905,Wisata Alam,"Taman Wisata Alam Gunung Tunak (Tunak Ecotourism Park) merupakan salah satu dari serpihan surga tersembunyi yang terletak di Desa Mertak Kecamatan Pujut Kabupaten Lombok Tengah Nusa Tenggara Barat. Luas kawasan taman wisata alam ini 1.219 hektar dengan keanekaragaman hayati dan nabati yang melimpah, di samping keindahan panorama alam nya yang juga sangat memukau.",https://storage.googleapis.com/travelease-bucket/lombok/taman_wisata_alam_gunung_tunak.jpg,222,4.3,-8.9110513,"116.3809577"
145,Gili Batu Ayok,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Wisata Bahari,Gili Batu Ayok adalah pulau kecil yang indah dengan pantai berpasir putih dan air laut jernih.,https://storage.googleapis.com/travelease-bucket/lombok/gili_batu_ayok.jpg,6,4.8,-8.9091162,"116.3026053"
146,Kampung Tradisional Ende,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,+62 818-0218-1650,Wisata Sejarah & Budaya,Desa wisata yang bersih dengan budaya yang luhur dan indah.,https://storage.googleapis.com/travelease-bucket/lombok/kampung_tradisional_ende.jpg,270,4.6,-8.8213125,"116.2937687"
147,Goa Kotak Lombok,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Goa Kotak berada di Lombok, Nusa Tenggara Barat, tepatnya di kawasan Mandalika dekat Dusun Gerupuk. Goa Kotak bukanlah gua yang terbentuk dari alam. Gua ini merupakan buatan sekelompok manusia yang konon katanya sempat melakukan penggalian di punggung bukit dengan harapan mendapatkan emas.",https://storage.googleapis.com/travelease-bucket/lombok/goa_kotak_lombok.jpg,122,4.3,-8.9237123,"116.342645"
148,Taman Wisata Alam Kerandangan,West Nusa Tenggara,West Lombok Regency,lombok,+62 819-0717-5905,National forest,"Di TWA Kerandangan, pengunjung dapat menjelajahi hutan seluas 396,10 hektar (ha) untuk menikmati keindahan alam sambil menelusuri jalan setapak yang dikelilingi oleh pepohonan tinggi dan rindang dengan nuansa alam yang menenangkan.",https://storage.googleapis.com/travelease-bucket/lombok/taman_wisata_alam_kerandangan.jpg,46,4.2,-8.4789096,"116.0535904"
149,Transmart Mataram,West Nusa Tenggara,Mataram City,lombok,-,Shopping mall,Sebuah jaringan hipermarket dan pusat perbelanjaan (mal) di Indonesia,https://storage.googleapis.com/travelease-bucket/lombok/transmart_mataram.jpg,5135,4.3,-8.5906479,"116.1461841"
150,Air Terjun Tiu Pituq,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 823-4196-1234,Wisata Alam,"Tiu Pituq adalah salah satu wisata yg terletak di Dusun Penjor, Desa Genggelang, Kecamatan Gangga, Lombok Utara. Wisata alam dan air, cocok untuk merayakan hari bersama teman, pasangan, dan keluarga. Mengexplore tempat ini cukup dekat, berangkat dari Mataram menempuh 1,5 jam perjalanan, dan bayak pula wisata lain terdekat yg bisa dikunjungi dalam satu hari setelahnya.",https://storage.googleapis.com/travelease-bucket/lombok/air_terjun_tiu_pituq.jpg,200,4.1,-8.3400549,"116.2187782"
151,Air terjun Kerta Gangga,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 823-3943-2086,Wisata Alam,"Air Terjun Kerta Gangga Lombok yaitu air terjun yang cukup unik yang berada di wilayah Lombok Utara, tepatnya di Dusun Kerta Desa Genggelang di Kecamatan Gangga. Yang paling khas dan unik dari air terjun ini adalah tiga buah air terjun yang bisa dinikmati sekaligus. Ketiganya ini bisa dinikmati hanya dalam satu kali kunjungan.",https://storage.googleapis.com/travelease-bucket/lombok/air_terjun_kerta_gangga.jpg,94,4.6,-8.3509325,"116.2264661"
152,Rinjani Trekking Official,West Nusa Tenggara,North Lombok Regency,lombok,+62 813-3943-7387,Travel Agent,Rinjani Trekking Official is a trekking company who made trekking guide team for Mount Rinjani trekking service for visitors. It is run by local Lombok people who have an intimate knowledge of Mt Rinjani,https://storage.googleapis.com/travelease-bucket/lombok/rinjani_trekking_official.jpg,150,4.9,-8.2843017,"116.4145723"
153,Rinjani Mountain Garden,West Nusa Tenggara,North Lombok Regency,lombok,+62 853-9820-6789,Guest house,"Situated in Bayan, 9.3 km from Tiu Kelep Waterfall, Rinjani Mountain Garden features accommodation with a garden, free private parking, a terrace and a restaurant. Featuring a bar, the property is located within 10 km of Sindang Gila Waterfall. This pet-friendly resort also has free WiFi. The daily breakfast offers continental, Asian or vegetarian options.",https://storage.googleapis.com/travelease-bucket/lombok/rinjani_mountain_garden.jpg,122,4.6,-8.299816,"116.420454"
154,MAHAJANI AGRO,West Nusa Tenggara,North Lombok Regency,lombok,+62 819-3752-0570,Tourist attraction,Terdapat banyak jenis produk buah segar yang dikelola dengan sistem pertanian organik,https://storage.googleapis.com/travelease-bucket/lombok/mahajani_agro.jpg,10,5.0,-8.2926798,"116.4107208"
155,Senaru,West Nusa Tenggara,North Lombok Regency,lombok,-,Wisata Alam,"Senaru adalah salah satu desa yang terletak di Kecamatan Bayan, Kabupaten Lombok Utara, Provinsi Nusa Tenggara Barat, Indonesia. Desa ini sebagian besar penduduknya bersuku Sasak.",https://storage.googleapis.com/travelease-bucket/lombok/senaru.jpg,0,0.0,-8.2901965,"116.4016834"
156,Mangku Sakti Water Fall & Mangku Kodek Water Fall,West Nusa Tenggara,North Lombok Regency,lombok,+62 823-3927-8151,Wisata Alam,"Mangku Kodek Waterfall berada di Jalan Rata Sembalun Lawang, Dusun Sajan, Desa Sajang, Kecamatan Sembalun, Lombok Timur, Nusa Tenggara Barat. Jarak dari Kota Mataram kurang lebih 100 km atau memerlukan waktu sekitar 3,5 jam.",https://storage.googleapis.com/travelease-bucket/lombok/mangku_sakti_water_fall_&_mangku_kodek_water_fall.jpg,61,4.2,-8.2880013,"116.4706245"
157,AIR TERJUN MANGKU SAKTI,West Nusa Tenggara,North Lombok Regency,lombok,+62 878-4758-5421,Wisata Alam,"Mangku Sakti Waterfall menawarkan panorama alam yang menakjubkan dengan air terjunnya yang indah dan air yang jernih. Air terjun ini juga memiliki air yang berwarna unik, yaitu hijau toska kebiruan.",https://storage.googleapis.com/travelease-bucket/lombok/air_terjun_mangku_sakti.jpg,50,4.7,-8.3183535,"116.4681854"
158,Pantai Torok Bare,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,Pantai Torok Bare terletak hanya 5 menit berjalan kaki dari Bukit Seger atau 10 menit berkendara dari pintu masuk Sirkuit Mandalika.,https://storage.googleapis.com/travelease-bucket/lombok/pantai_torok_bare.jpg,23,4.0,-8.907521,"116.3102901"
159,Rinjani Dawn Adventures - Trekking Tours,West Nusa Tenggara,North Lombok Regency,lombok,+62 823-4101-1044,Travel Agent,"Rinjani Dawn Adventures adalah pintu gerbang Anda untuk menjelajahi bentang alam Lombok yang menakjubkan, termasuk Gunung Rinjani yang ikonik. Berkantor pusat di Senaru, kami mengkhususkan diri dalam pengalaman trekking yang tak terlupakan, mulai dari pendakian puncak yang menantang hingga pilihan yang lebih mudah diakses seperti pendakian di Senaru Crater Rim dan Pergasingan Hill Camping Adventure.",https://storage.googleapis.com/travelease-bucket/lombok/rinjani_dawn_adventures_-_trekking_tours.jpg,112,4.9,-8.3027656,"116.401119"
160,Rinjani Trekking Center,West Nusa Tenggara,North Lombok Regency,lombok,+62 853-3751-1869,Tour operator,Rinjani Trekking Center adalah Operator Trekking berlisensi dan berpengalaman ke Gunung Rinjani di Pulau Lombok - Indonesia.,https://storage.googleapis.com/travelease-bucket/lombok/rinjani_trekking_center.jpg,122,4.5,-8.3016634,"116.4070179"
161,Tiu Ngumbak,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 819-0793-3050,Wisata Alam,"Air Terjun Tiu Ngumbak terletak di Desa Gumantar, Kecamatan Kayangan, Kabupaten Lombok Utara, Provinsi NTB. Air terjun ini memiliki ketinggian sekitar 40 meter dan debit air yang deras.",https://storage.googleapis.com/travelease-bucket/lombok/tiu_ngumbak.jpg,4,4.0,-8.3027341,"116.3209687"
162,Sunrise Land Lombok,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 859-4215-0158,Pantai,"SLL adalah tempat wisata yang dikelola berbasis masyarakat dengan konsep bisnis sosial. Terdapat turtle point, sunrise poin dan pantai ujung senja. SLL berkomitmen menjadi destinasi wisata pantai terbersih dan teraman di Nusa Tenggara Barat.",https://storage.googleapis.com/travelease-bucket/lombok/sunrise_land_lombok.jpg,106,4.4,-8.70906,"116.5648302"
163,Pura Penataran Agung Rinjani,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Wisata Sejarah & Budaya,"Pura Penataran Agung Rinjani adalah pura suci di kaki Gunung Rinjani yang menjadi pusat spiritual umat Hindu Lombok, menawarkan keindahan arsitektur tradisional dan pemandangan alam pegunungan.",https://storage.googleapis.com/travelease-bucket/lombok/pura_penataran_agung_rinjani.jpg,160,4.7,-8.2689227,"116.3982646"
164,Pantai Bumbang,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai Bumbang terletak di bagian selatan Pulau Lombok, tepatnya di Kabupaten Lombok Tengah. Pantai ini berada di kawasan yang cukup terpencil sehingga memberikan suasana yang tenang dan damai bagi para pengunjung.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_bumbang.jpg,14,4.0,-8.9030374,"116.3749693"
165,SURGO ADAM CAMPING GROUND,West Nusa Tenggara,Central Lombok Regency,lombok,+62 813-1949-0943,Camping farm,"Merupakan salah satu tempat perkemahan / camping di Kabupaten Lombok Tengah. Perkemahaan ini menyediakan lokasi camping / kemah alam, cocok untuk keluarga dan organisasi. Pengunjung dapat membawa sendiri alat kemah atau menyewa tenda dan perlengkapan camp yang disediakan.",https://storage.googleapis.com/travelease-bucket/lombok/surgo_adam_camping_ground.jpg,12,5.0,-8.907672,"116.3266255"
166,Sembalun Lawang,West Nusa Tenggara,East Lombok Regency,lombok,-,Desa Wisata,"Sembalun Lawang adalah salah satu desa yang terletak di Kecamatan Sembalun, Kabupaten Lombok Timur, Provinsi Nusa Tenggara Barat, Indonesia. Berada di ketinggian 1.150 meter di atas permukaan laut. Memerlukan waktu sekitar 3 jam menggunakan kendaraan roda 2 maupun roda 4 dari Kota Mataram atau 1,5 jam dari Kota Selong. Desa Sembalun Lawang terletak dibawah kaki gunung Rinjani yang dikelilingi bukit-bukit indah dan memiliki banyak pesona alam yang akan menghipnotis setiap wisatawan yang datang.",https://storage.googleapis.com/travelease-bucket/lombok/sembalun_lawang.jpg,0,0.0,-8.3895326,"116.4783981"
167,Pantai Tanjung Bloam,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Teluk berpasir yang dikelilingi bukit berhutan, terkenal dengan batu pasir & pemandangan matahari terbit.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_tanjung_bloam.jpg,228,4.4,-8.8792522,"116.5701922"
168,Air Terjun Senggigi,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Pantai,"Air Terjun Senggigi adalah destinasi alam yang menawan dengan air jernih yang mengalir di tengah pepohonan tropis, menciptakan suasana sejuk dan damai.",https://storage.googleapis.com/travelease-bucket/lombok/air_terjun_senggigi.jpg,3,3.3,-8.4788308,"116.0657451"
169,WISATA ALAM BATU PAYUNG,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Wisata Alam,"Batu Payung adalah salah satu destinasi wisata paling unik yang terletak di Kabupaten Lombok Tengah, Nusa Tenggara Barat. Sesuai dengan namanya, tempat ini memiliki ikon berupa batu alam yang berdiri tegak menyerupai payung tertutup, menciptakan pemandangan spektakuler yang membuat banyak wisatawan terpesona.",https://storage.googleapis.com/travelease-bucket/lombok/wisata_alam_batu_payung.jpg,1,5.0,-8.7383488,"116.3708615"
170,Pantai Meninting,Nusa Tenggara Bar.,Kota Mataram,lombok,+62 823-4050-3385,Pantai,Panorama matahari terbenam dan juga ombak yang tenang menjadi kolaborasi epik yang membuat pengunjung betah berlama-lama menghabiskan waktu di pantai ini.,https://storage.googleapis.com/travelease-bucket/lombok/pantai_meninting.jpg,275,4.2,-8.5532313,"116.0698759"
171,Gili Kapal,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Gili Kapal adalah gundukan pasri yang membentuk gili kecil (pulau kecil) yang termasuk dalam gugusan empat pulau cantik lainnya yang berlokasi di Lombok daerah Timur yakni Gili Kondo, Gili Petagan dan Gili Bidara. Hanya saja, karena sifatnya yang timbul tenggelam sehingga wisatawan hanya tau 3 gili di sebelahnya.",https://storage.googleapis.com/travelease-bucket/lombok/gili_kapal.jpg,20,3.9,-8.496288,"116.659572"
172,Pantai Tanjung Aan,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai asri dengan hamparan pasir putih, air berwarna pirus dengan ombak yang tenang & pemandangan indah.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_tanjung_aan.jpg,1805,4.6,-8.909508,"116.3288353"
173,Turtle Beach,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,Turtle Beach adalah pantai eksotis dengan pasir putih dan perairan tenang yang menjadi tempat perlindungan alami bagi penyu untuk bertelur.,https://storage.googleapis.com/travelease-bucket/lombok/turtle_beach.jpg,6,5.0,-8.9181309,"116.4605463"
174,Pantai Surga,Nusa Tenggara Bar.,-,lombok,-,Pantai,"Pantai berpasir yang masih alami dengan selancar, terletak di teluk dengan tebing & vegetasi yang rimbun.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_surga.jpg,91,4.3,-8.9106819,"116.4373238"
175,AIK SERAN BEACH,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 878-7887-7870,Pantai,"Aik Seran Beach adalah pantai tersembunyi dengan pasir putih bersih, air laut biru yang jernih, dan suasana tenang cocok untuk relaksasi dan menikmati keindahan alam.",https://storage.googleapis.com/travelease-bucket/lombok/aik_seran_beach.jpg,58,4.1,-8.262993,"116.550588"
176,Gondang Beach,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Pantai,"Pantai Gondang berada di Lombok Utara sekitar 1,5 jam perjalanan dari Mataram. Pantai ini belum tersentuh manusia jadi masih asli. Suasananya sunyi ,gelombangnya tenang, pasirnya lembut berwarna hitam. Pantainya cukup cantik dengan panorama yang indah.",https://storage.googleapis.com/travelease-bucket/lombok/gondang_beach.jpg,9,3.9,-8.3199247,"116.1871855"
177,"Pantai Sokat,awang",Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai Sokat terletak di Desa Awang, Pujut Lombok Tengah, salah satu pantai terindah yang layak disebut serpihan surga di Lombok Selatan. Pantainya berpasir putih dengan view yang sangat indah dan menawan. Termasuk salah satu Spot Surfing di Lombok.","https://storage.googleapis.com/travelease-bucket/lombok/pantai_sokat,awang.jpg",40,4.3,-8.8870151,"116.3983578"
178,Pantai Terete,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Pantai Terete, yang terletak di Desa Serakoh, Kecamatan Jerowaru, Kabupaten Lombok Timur, adalah salah satu permata tersembunyi di Lombok yang menawarkan pemandangan alam yang memukau dan suasana yang damai.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_terete.jpg,6,4.3,-8.8421312,"116.5379768"
179,Sunset Springs Beach Retreat,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 853-3383-6312,Pantai,"Sunset Springs Beach Retreat adalah destinasi pantai yang memadukan pemandangan matahari terbenam yang memukau dengan fasilitas relaksasi, ideal untuk liburan santai.",https://storage.googleapis.com/travelease-bucket/lombok/sunset_springs_beach_retreat.jpg,10,4.5,-8.3054346,"116.2002028"
180,Pink Beach Lombok,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 822-3634-3282,Pantai,"Pantai terpencil indah dengan pasir merah muda, tebing berbatu & aktivitas seperti menyelam & snorkeling.",https://storage.googleapis.com/travelease-bucket/lombok/pink_beach_lombok.jpg,2419,4.3,-8.8553743,"116.5622498"
181,DONDON BEACH,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai Dondon terletak di Laut Bali (bagian dari Samudra Hindia) di Pulau Lombok dan menempati peringkat ke-80 dari 151 pantai di wilayah Nusa Tenggara Barat. Jaraknya ke kota utamanya - Mataram adalah 45 km. Pusat pemukiman terdekat, Sukadana, berjarak 1,4 km dari pantai.",https://storage.googleapis.com/travelease-bucket/lombok/dondon_beach.jpg,11,4.6,-8.9036031,"116.3557938"
182,pantai kuang wai,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Salah satu daya tarik utama Pantai Kuang Wai adalah suasananya yang tenang dan damai. Pantai ini belum banyak dikunjungi wisatawan, sehingga Anda bisa menikmati keindahan alam tanpa keramaian. Suara ombak yang lembut dan angin laut yang sejuk akan membuat Anda merasa rileks dan tenang, jauh dari kesibukan sehari-hari.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_kuang_wai.jpg,97,4.0,-8.7487786,"116.5470588"
183,Pantai Tebing (Cliff Beach),Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Pantai,"Pantai Tebing adalah pantai unik dengan tebing-tebing tinggi dari pasir vulkanik hitam yang megah, menawarkan panorama dramatis dan suasana eksotis",https://storage.googleapis.com/travelease-bucket/lombok/pantai_tebing_(cliff_beach).jpg,20,3.3,-8.288066,"116.215653"
184,surf breack point 1,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Tempat wisata di Nusa Tenggara Barat, menawarkan pemandangan yang indah dan cocok untuk surfing ",https://storage.googleapis.com/travelease-bucket/lombok/surf_breack_point_1.jpg,6,4.2,-8.6700081,"116.584836"
185,Mandalika Beach,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Hamparan pantai yang indah. Di dekatnya terdapat toko, kafe, bar, dan hotel.",https://storage.googleapis.com/travelease-bucket/lombok/mandalika_beach.jpg,898,4.5,-8.9014948,"116.2945999"
186,Teluk Temeak,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Teluk Temeak adalah teluk yang tenang dengan perairan biru jernih, dikelilingi oleh bukit hijau, cocok untuk aktivitas seperti berenang, snorkeling, dan menikmati keindahan alam.",https://storage.googleapis.com/travelease-bucket/lombok/teluk_temeak.jpg,8,4.8,-8.8697824,"116.5702277"
187,Senggigi Beach,Nusa Tenggara Bar.,Kabupaten Lombok Barat,lombok,-,Pantai,"Pantai Senggigi adalah salah satu tempat wisata pantai yang ada di sebelah barat Pulau Lombok, Provinsi Nusa Tenggara Barat, Indonesia. Pantai ini secara administratif berada di Desa Senggigi, Kecamatan Batu Layar, Kabupaten Lombok Barat.",https://storage.googleapis.com/travelease-bucket/lombok/senggigi_beach.jpg,40,4.5,-8.4743435,"116.0372387"
188,PANTAI KETAPANG INDAH,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Pantai ini memiliki keistimewaan dengan pemandangan alam yang memukau, dikelilingi oleh Gunung Mantar, Gunung Rinjani, dan Bukit Kayangan. Keberadaan gunung dan perbukitan menambah keasrian dan kesejukan di sekitar Pantai Ketapang.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_ketapang_indah.jpg,39,3.9,-8.7671655,"116.5291175"
189,Pantai Pasir Hitam Belanting,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 823-4025-5484,Pantai,"Pantai yang indah, cocok untuk menikmati sunrise dan sunset",https://storage.googleapis.com/travelease-bucket/lombok/pantai_pasir_hitam_belanting.jpg,17,4.6,-8.2826949,"116.6071014"
190,Desa Tangguh Wisata Kadin Indonesia,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,+62 851-6284-2847,Tujuan Wisata,"Desa Tangguh Wisata Kadin Indonesia adalah desa yang dikelola dengan pendekatan berkelanjutan, menawarkan pengalaman wisata yang mendukung pengembangan ekonomi lokal, pelestarian budaya, dan kelestarian lingkungan",https://storage.googleapis.com/travelease-bucket/lombok/desa_tangguh_wisata_kadin_indonesia.jpg,47,4.4,-8.3452012,"116.170649"
191,Pantai Pasir Putih TNI AL,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,-,Pantai,"Pantai Pasir Putih TNI AL adalah pantai yang indah dengan pasir putih halus, dikelilingi oleh alam tropis yang asri, sering digunakan oleh anggota TNI AL untuk kegiatan rekreasi dan pelatihan.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_pasir_putih_tni_al.jpg,139,4.3,-8.4275878,"116.7092403"
192,Pantai Pedauf,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai Pedauf memiliki hamparan pasir putih yang lembut dan bersih, menjadikannya tempat yang sempurna untuk bersantai dan menikmati pemandangan.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_pedauf.jpg,26,4.2,-8.9156407,"116.3325062"
193,pantai ujung batu awang,Nusa Tenggara Bar.,Kabupaten Lombok Tengah,lombok,-,Pantai,"Pantai Ujung Batu Awang terletak di Laut Bali (bagian dari Samudra Hindia) di Pulau Lombok dan menempati peringkat ke-148 dari 151 pantai di wilayah Nusa Tenggara Barat. Jaraknya ke kota utamanya - Mataram adalah 45 km. Pusat kota Batunampar, komunitas terdekat, berjarak 2,8 km.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_ujung_batu_awang.jpg,10,4.1,-8.8635701,"116.4030761"
194,Pantai Dadap Sambelia,Nusa Tenggara Bar.,Kabupaten Lombok Timur,lombok,+62 857-3841-3342,Pantai,"Pantai Dadap Sambelia adalah pantai yang tersembunyi dengan pasir putih halus dan air laut yang jernih, menawarkan suasana tenang untuk menikmati keindahan alam serta snorkeling.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_dadap_sambelia.jpg,49,4.3,-8.3560206,"116.7165899"
195,Pantai Mawun,Nusa Tenggara Bar.,-,lombok,-,Pantai,"Tempat berenang & selancar yang indah dengan kursi santai yang bisa disewa, fasilitas & pemandangan gunung.",https://storage.googleapis.com/travelease-bucket/lombok/pantai_mawun.jpg,986,4.2,-8.9001329,"116.2296696"
196,Jenggala Beach,Nusa Tenggara Bar.,Kabupaten Lombok Utara,lombok,-,Pantai,"Jenggala Beach adalah pantai panjang di Lombok Utara yang menawarkan pemandangan matahari terbit di pagi hari dan matahari terbenam di sore hari, dengan ombak yang ramah untuk rekreasi keluarga dan kehidupan masyarakat yang harmonis antara nelayan dan petani.",https://storage.googleapis.com/travelease-bucket/lombok/jenggala_beach.jpg,4,5.0,-8.3454233,"116.1652601"
197,Tampah Beach,-,-,lombok,-,Pantai,"Pantai terpencil yang tenang dengan hamparan pasir putih yang panjang, snorkeling & fasilitas umum.",https://storage.googleapis.com/travelease-bucket/lombok/tampah_beach.jpg,215,4.6,-8.9016487,"116.2150668"
